,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
23,MALE,73,65+,RURAL AREAS,POST-SECONDARY OR HIGHER,UNEMPLOYED,WIDOWED,MIXED,7,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,YES,8,YES,NO,NO,"YES, TO EU COUNTRY",PASSIVE,165,72,22.964971368747605,0
24,MALE,41,16-24,RURAL AREAS,SECONDARY,LONG-TERM SICK/DISABLED,WIDOWED,UNHAPPY,8,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,22,NO,YES,YES,"YES, TO EU COUNTRY",NONE,159,69,39.635280284057984,0
25,FEMALE,21,25-34,RURAL AREAS,PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,LEGALLY SEPARATED,MOSTLY SATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO,NO,NO,18,YES,YES,YES,"YES, TO EU COUNTRY",NONE,164,82,33.7408090333519,0
26,FEMALE,36,25-34,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,MOSTLY DISSATISFIED,6,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,7,NO,YES,YES,"YES, TO EU COUNTRY",PASSIVE,176,86,24.235714528079832,0
27,MALE,53,25-34,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,FARMER,DE FACTO SEPARATED,MOSTLY DISSATISFIED,3,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,7,NO,YES,YES,"YES, TO EU COUNTRY",NONE,163,75,29.30710024918839,0
28,MALE,52,65+,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,UNEMPLOYED,LEGALLY SEPARATED,MOSTLY SATISFIED,18,MOST PEOPLE CAN BE TRUSTED,NO,NO OPINION,NO,20,NO,NO,YES,NO,PASSIVE,161,71,27.906067145803448,0
29,MALE,51,45-59,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,LONG-TERM SICK/DISABLED,SINGLE,UNHAPPY,3,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,3,NO,YES,YES,"YES, TO NON-EU COUNTRY",NONE,179,82,23.93339196884576,0
30,MALE,33,45-59,"URBAN 500,000 AND OVER",SECONDARY,PUPIL OR STUDENT,DIVORCED,DELIGHTED,16,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,3,YES,YES,NO,"YES, TO EU COUNTRY",PASSIVE,184,58,36.32048007956829,0
31,MALE,38,65+,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,SINGLE,TERRIBLE,5,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,16,NO,YES,NO,"YES, TO EU COUNTRY",ACTIVE,159,53,40.59715723814863,0
32,FEMALE,83,35-44,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,DIVORCED,DELIGHTED,1,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,21,YES,NO,NO,"YES, TO EU COUNTRY",NONE,158,109,26.17161447678891,0
33,MALE,23,25-34,"URBAN 500,000 AND OVER",VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,DE FACTO SEPARATED,DELIGHTED,3,IT`S DIFFICULT TO TELL,NO,NO,NO,21,NO,NO,YES,"YES, TO EU COUNTRY",ACTIVE,170,91,36.3139723042309,0
34,MALE,25,16-24,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,UNEMPLOYED,WIDOWED,UNHAPPY,5,IT`S DIFFICULT TO TELL,NO OPINION,NO,NO,14,YES,YES,YES,"YES, TO NON-EU COUNTRY",NONE,177,92,25.22701107932123,0
35,MALE,24,65+,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,LONG-TERM SICK/DISABLED,LEGALLY SEPARATED,MOSTLY DISSATISFIED,1,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,29,YES,NO,NO,NO,PASSIVE,177,63,23.318972803315827,0
36,MALE,58,25-34,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,WIDOWED,DELIGHTED,6,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,2,NO,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,169,67,34.60888678556027,0
37,FEMALE,23,45-59,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,FARMER,MARRIED,PLEASED,7,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,9,NO,NO,NO,"YES, TO EU COUNTRY",NONE,173,88,31.298979416059897,0
38,MALE,28,16-24,"URBAN 200,000-500,000",SECONDARY,LONG-TERM SICK/DISABLED,DIVORCED,TERRIBLE,1,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,24,YES,YES,NO,NO,ACTIVE,174,64,34.786171060542436,0
39,MALE,53,65+,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DE FACTO SEPARATED,TERRIBLE,5,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,3,NO,YES,NO,"YES, TO EU COUNTRY",ACTIVE,160,77,26.36104541686735,0
40,MALE,24,35-44,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY SATISFIED,9,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,49,YES,NO,NO,NO,ACTIVE,158,56,30.582579657589807,0
41,MALE,83,45-59,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,SELF-EMPLOYED,SINGLE,TERRIBLE,9,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,10,NO,NO,NO,NO,NONE,159,52,41.172538926171484,0
42,FEMALE,28,60-64,"URBAN 20,000-100,000",SECONDARY,UNEMPLOYED,DIVORCED,UNHAPPY,6,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,YES,49,NO,YES,NO,"YES, TO EU COUNTRY",ACTIVE,174,64,30.97951174884729,0
43,FEMALE,68,25-34,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,DE FACTO SEPARATED,DELIGHTED,4,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,YES,6,YES,NO,NO,"YES, TO NON-EU COUNTRY",ACTIVE,155,88,29.77217313370355,0
44,MALE,60,65+,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,UNEMPLOYED,LEGALLY SEPARATED,PLEASED,3,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,YES,5,YES,NO,NO,"YES, TO EU COUNTRY",PASSIVE,164,47,39.849193187985485,0
45,MALE,45,45-59,"URBAN 20,000-100,000",SECONDARY,RETIRED,MARRIED,UNHAPPY,6,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,10,NO,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,167,67,29.8520451389247,0
46,MALE,27,65+,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,UNEMPLOYED,LEGALLY SEPARATED,PLEASED,1,MOST PEOPLE CAN BE TRUSTED,NO,NO OPINION,NO,33,NO,NO,YES,"YES, TO NON-EU COUNTRY",NONE,160,65,27.349186088260176,0
47,FEMALE,36,60-64,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,FARMER,MARRIED,UNHAPPY,9,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,NO,12,YES,YES,NO,NO,ACTIVE,162,70,26.705097527052388,0
48,FEMALE,26,60-64,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,SELF-EMPLOYED,DE FACTO SEPARATED,MOSTLY DISSATISFIED,8,MOST PEOPLE CAN BE TRUSTED,NO,YES,NO,43,NO,YES,YES,"YES, TO NON-EU COUNTRY",ACTIVE,177,65,22.347399591059517,0
49,FEMALE,33,45-59,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,RETIRED,DIVORCED,PLEASED,2,IT`S DIFFICULT TO TELL,NO OPINION,NO,YES,9,NO,YES,YES,NO,ACTIVE,145,52,33.279177815629964,0
50,MALE,25,60-64,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,SINGLE,TERRIBLE,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,27,NO,NO,NO,NO,NONE,174,85,36.18046072150101,0
51,MALE,45,25-34,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,UNEMPLOYED,LEGALLY SEPARATED,PLEASED,3,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,1,NO,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,173,76,30.433298282412036,0
52,MALE,74,45-59,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,RETIRED,MARRIED,MOSTLY SATISFIED,4,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,10,NO,YES,YES,NO,NONE,199,47,30.347404648241906,0
53,MALE,31,25-34,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,SELF-EMPLOYED,SINGLE,PLEASED,12,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,NO,22,YES,YES,YES,"YES, TO EU COUNTRY",NONE,162,49,23.58056326772324,0
54,FEMALE,30,45-59,RURAL AREAS,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,LEGALLY SEPARATED,MIXED,1,IT`S DIFFICULT TO TELL,NO,NO OPINION,NO,52,NO,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,166,83,33.1449939884614,0
55,FEMALE,66,60-64,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,SELF-EMPLOYED,LEGALLY SEPARATED,MOSTLY SATISFIED,5,MOST PEOPLE CAN BE TRUSTED,NO,NO OPINION,NO,58,NO,NO,NO,"YES, TO EU COUNTRY",NONE,165,75,39.96132756679023,0
56,FEMALE,44,35-44,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,SELF-EMPLOYED,WIDOWED,DELIGHTED,5,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,20,NO,NO,YES,"YES, TO NON-EU COUNTRY",NONE,177,57,32.636210753325734,0
57,FEMALE,45,60-64,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,DE FACTO SEPARATED,DELIGHTED,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,NO,47,NO,YES,YES,NO,PASSIVE,166,80,44.610387638451165,0
58,MALE,53,45-59,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,RETIRED,SINGLE,TERRIBLE,4,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,YES,14,NO,NO,NO,"YES, TO EU COUNTRY",NONE,176,52,27.521349476500244,0
59,MALE,30,60-64,RURAL AREAS,POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,SINGLE,DELIGHTED,4,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,27,YES,NO,NO,"YES, TO EU COUNTRY",ACTIVE,200,88,35.967509845161814,0
60,FEMALE,22,16-24,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,SELF-EMPLOYED,MARRIED,MOSTLY DISSATISFIED,11,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,11,YES,YES,NO,"YES, TO NON-EU COUNTRY",PASSIVE,160,76,26.588003074921133,0
61,FEMALE,17,65+,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,FARMER,LEGALLY SEPARATED,DELIGHTED,9,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,YES,13,NO,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,158,92,27.54752895031516,0
62,FEMALE,30,45-59,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,DE FACTO SEPARATED,UNHAPPY,8,ONE CAN`T BE TOO CAREFUL,NO,NO,YES,10,YES,YES,YES,"YES, TO EU COUNTRY",NONE,174,49,28.028612755507233,0
63,MALE,18,16-24,RURAL AREAS,SECONDARY,EMPLOYED IN PUBLIC SECTOR,LEGALLY SEPARATED,MOSTLY DISSATISFIED,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,NO,50,YES,YES,NO,NO,NONE,190,71,34.29041891307031,0
64,MALE,92,35-44,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,LEGALLY SEPARATED,MOSTLY SATISFIED,13,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,4,NO,YES,NO,NO,NONE,165,103,35.8318094291626,0
65,FEMALE,32,25-34,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,FARMER,MARRIED,MOSTLY SATISFIED,0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,NO,38,YES,YES,NO,NO,ACTIVE,174,84,25.607811657245303,0
66,MALE,73,45-59,"URBAN 100,000-200,000",SECONDARY,PUPIL OR STUDENT,WIDOWED,TERRIBLE,17,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,NO,21,NO,NO,NO,NO,NONE,152,83,27.07231510167424,0
67,FEMALE,22,25-34,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,SINGLE,UNHAPPY,21,MOST PEOPLE CAN BE TRUSTED,NO,YES,NO,22,YES,YES,YES,NO,NONE,173,57,37.77361998732278,0
68,MALE,16,16-24,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,DIVORCED,DELIGHTED,4,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,YES,3,YES,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,183,61,28.82465168029385,0
69,FEMALE,42,35-44,RURAL AREAS,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,UNHAPPY,5,IT`S DIFFICULT TO TELL,NO OPINION,NO,YES,5,YES,NO,YES,"YES, TO NON-EU COUNTRY",NONE,195,79,31.786554129819738,0
70,FEMALE,35,25-34,RURAL AREAS,PRIMARY/NO EDUCATION,PUPIL OR STUDENT,LEGALLY SEPARATED,MIXED,5,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,12,YES,NO,YES,NO,NONE,158,107,22.211257148325988,0
71,MALE,67,25-34,RURAL AREAS,PRIMARY/NO EDUCATION,PUPIL OR STUDENT,SINGLE,MOSTLY DISSATISFIED,4,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,15,NO,YES,NO,"YES, TO EU COUNTRY",PASSIVE,177,66,45.19562308926895,0
72,MALE,44,60-64,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,UNEMPLOYED,DIVORCED,MOSTLY DISSATISFIED,4,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,21,YES,YES,YES,NO,ACTIVE,153,69,29.543209789664722,0
73,MALE,39,45-59,"URBAN BELOW 20,000",SECONDARY,RETIRED,MARRIED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO,NO,NO,32,NO,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,154,71,29.670619473003065,0
74,MALE,48,16-24,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,WIDOWED,MOSTLY DISSATISFIED,0,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,YES,21,YES,YES,YES,NO,NONE,164,67,30.01855939854274,0
75,FEMALE,52,65+,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,RETIRED,DIVORCED,PLEASED,1,ONE CAN`T BE TOO CAREFUL,NO,YES,YES,32,YES,YES,YES,"YES, TO EU COUNTRY",NONE,185,61,22.639191667003743,0
76,FEMALE,31,65+,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,RETIRED,LEGALLY SEPARATED,PLEASED,12,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,5,YES,YES,YES,"YES, TO EU COUNTRY",ACTIVE,172,77,36.606592699450744,0
77,FEMALE,27,60-64,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,SELF-EMPLOYED,SINGLE,MOSTLY DISSATISFIED,4,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,21,NO,YES,NO,NO,ACTIVE,153,84,22.422559792220277,0
78,MALE,35,60-64,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,UNEMPLOYED,DIVORCED,DELIGHTED,0,MOST PEOPLE CAN BE TRUSTED,NO,NO,YES,22,NO,NO,YES,"YES, TO EU COUNTRY",NONE,164,62,25.212793683619246,0
79,MALE,27,60-64,"URBAN 200,000-500,000",SECONDARY,PUPIL OR STUDENT,DE FACTO SEPARATED,TERRIBLE,5,ONE CAN`T BE TOO CAREFUL,NO,YES,YES,6,NO,YES,NO,NO,ACTIVE,173,75,39.48535797018289,0
80,MALE,79,60-64,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,LEGALLY SEPARATED,MOSTLY SATISFIED,4,IT`S DIFFICULT TO TELL,NO,YES,YES,7,NO,NO,NO,"YES, TO NON-EU COUNTRY",ACTIVE,173,80,38.52046667060387,0
81,MALE,60,35-44,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,FARMER,WIDOWED,MOSTLY SATISFIED,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,NO,2,NO,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,163,53,19.37209013443912,0
82,MALE,54,60-64,RURAL AREAS,SECONDARY,PUPIL OR STUDENT,WIDOWED,MOSTLY SATISFIED,9,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,4,NO,NO,YES,"YES, TO EU COUNTRY",ACTIVE,158,67,30.785664253646583,0
83,FEMALE,75,65+,RURAL AREAS,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,DIVORCED,MOSTLY DISSATISFIED,3,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,12,NO,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,159,54,26.37284570078475,0
84,MALE,32,65+,"URBAN 20,000-100,000",SECONDARY,SELF-EMPLOYED,MARRIED,DELIGHTED,4,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,21,YES,NO,NO,NO,NONE,161,71,25.769456346430648,0
85,FEMALE,59,16-24,"URBAN BELOW 20,000",SECONDARY,UNEMPLOYED,DE FACTO SEPARATED,DELIGHTED,11,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,16,NO,NO,NO,"YES, TO EU COUNTRY",ACTIVE,156,51,23.867655947575976,0
86,FEMALE,31,16-24,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,UNEMPLOYED,LEGALLY SEPARATED,MIXED,10,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,NO,11,YES,NO,NO,NO,ACTIVE,165,52,27.727898066287278,0
87,MALE,45,45-59,"URBAN 200,000-500,000",SECONDARY,PUPIL OR STUDENT,MARRIED,UNHAPPY,3,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,2,NO,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,165,68,26.971316521537055,0
88,MALE,29,35-44,"URBAN 200,000-500,000",SECONDARY,LONG-TERM SICK/DISABLED,WIDOWED,UNHAPPY,13,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,11,YES,NO,NO,"YES, TO EU COUNTRY",PASSIVE,169,63,35.11981450841737,0
89,FEMALE,48,16-24,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,RETIRED,MARRIED,MOSTLY DISSATISFIED,3,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,8,YES,NO,YES,"YES, TO EU COUNTRY",NONE,180,56,24.975321748728668,0
90,MALE,29,25-34,"URBAN BELOW 20,000",SECONDARY,UNEMPLOYED,SINGLE,TERRIBLE,2,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,33,YES,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,162,44,24.45963507917933,0
91,MALE,35,16-24,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,DE FACTO SEPARATED,UNHAPPY,1,IT`S DIFFICULT TO TELL,NO,NO OPINION,NO,9,NO,NO,YES,NO,ACTIVE,178,110,35.3431037327458,0
92,MALE,63,16-24,"URBAN 500,000 AND OVER",SECONDARY,PUPIL OR STUDENT,MARRIED,MOSTLY SATISFIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,10,NO,NO,YES,"YES, TO EU COUNTRY",PASSIVE,173,77,30.52771140135112,0
