,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
11,FEMALE,49,60-64,"URBAN 200,000-500,000",SECONDARY,SELF-EMPLOYED,LEGALLY SEPARATED,DELIGHTED,19,IT`S DIFFICULT TO TELL,YES,YES,YES,10,NO,YES,YES,"YES, TO NON-EU COUNTRY",NONE,152,53,26.642609244992336,0
12,MALE,61,25-34,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,WIDOWED,UNHAPPY,6,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,YES,21,YES,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,196,111,24.040353242187173,0
13,MALE,43,65+,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,RETIRED,DIVORCED,DELIGHTED,5,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,NO,6,NO,NO,YES,"YES, TO NON-EU COUNTRY",NONE,176,59,28.12632214730951,0
14,FEMALE,36,65+,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,LEGALLY SEPARATED,DELIGHTED,0,ONE CAN`T BE TOO CAREFUL,NO,YES,YES,69,YES,NO,YES,"YES, TO EU COUNTRY",ACTIVE,185,66,34.60853773468192,0
15,MALE,44,16-24,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,UNEMPLOYED,MARRIED,TERRIBLE,15,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,10,NO,NO,YES,"YES, TO EU COUNTRY",PASSIVE,178,135,29.488252403960416,0
16,FEMALE,39,60-64,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,RETIRED,LEGALLY SEPARATED,MOSTLY DISSATISFIED,8,IT`S DIFFICULT TO TELL,NO,NO OPINION,NO,10,YES,NO,NO,"YES, TO EU COUNTRY",ACTIVE,177,64,37.87398307855228,0
17,MALE,30,25-34,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,SELF-EMPLOYED,DIVORCED,TERRIBLE,8,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,NO,3,YES,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,181,64,23.984197100536097,0
18,MALE,25,60-64,"URBAN 200,000-500,000",SECONDARY,RETIRED,DE FACTO SEPARATED,PLEASED,3,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,11,YES,YES,NO,"YES, TO NON-EU COUNTRY",NONE,158,68,26.74798009145709,0
19,MALE,26,45-59,"URBAN 200,000-500,000",SECONDARY,OTHER ECONOMICALLY INACTIVE,WIDOWED,PLEASED,0,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,3,NO,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,166,73,42.507041163882064,0
20,MALE,28,25-34,RURAL AREAS,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,WIDOWED,PLEASED,7,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,NO,15,NO,YES,YES,NO,PASSIVE,163,103,44.70610181414223,0
21,FEMALE,45,16-24,"URBAN 500,000 AND OVER",SECONDARY,LONG-TERM SICK/DISABLED,DIVORCED,MOSTLY SATISFIED,13,IT`S DIFFICULT TO TELL,NO OPINION,YES,NO,45,YES,NO,NO,"YES, TO NON-EU COUNTRY",NONE,163,72,29.050755174755444,0
22,FEMALE,66,65+,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,RETIRED,MARRIED,MOSTLY SATISFIED,15,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,3,YES,NO,YES,"YES, TO EU COUNTRY",NONE,187,100,29.217253449764634,0
23,MALE,52,45-59,"URBAN 500,000 AND OVER",VOCATIONAL/GRAMMAR,SELF-EMPLOYED,DIVORCED,TERRIBLE,0,ONE CAN`T BE TOO CAREFUL,NO,NO,YES,36,YES,NO,YES,"YES, TO EU COUNTRY",PASSIVE,164,106,49.06771834468296,0
24,MALE,16,25-34,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,DIVORCED,PLEASED,5,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,10,YES,NO,NO,NO,PASSIVE,165,88,22.25686768676334,0
25,FEMALE,67,35-44,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,RETIRED,DIVORCED,MIXED,9,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,8,NO,YES,YES,NO,NONE,156,80,24.046014369654042,0
26,MALE,48,45-59,"URBAN 100,000-200,000",SECONDARY,EMPLOYED IN PRIVATE SECTOR,DIVORCED,DELIGHTED,2,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,5,NO,YES,NO,NO,PASSIVE,173,94,24.968078532381725,0
27,FEMALE,52,45-59,RURAL AREAS,SECONDARY,FARMER,LEGALLY SEPARATED,PLEASED,0,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,13,YES,NO,YES,"YES, TO NON-EU COUNTRY",ACTIVE,159,86,38.04416726211529,0
28,MALE,32,60-64,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,FARMER,SINGLE,DELIGHTED,12,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,17,YES,NO,YES,"YES, TO EU COUNTRY",PASSIVE,166,108,27.28650244561137,0
29,MALE,74,60-64,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,FARMER,DIVORCED,MIXED,1,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,10,NO,NO,YES,NO,PASSIVE,186,133,41.01057167827412,0
30,MALE,32,35-44,"URBAN BELOW 20,000",SECONDARY,UNEMPLOYED,MARRIED,TERRIBLE,3,IT`S DIFFICULT TO TELL,NO OPINION,NO,NO,24,NO,NO,NO,NO,NONE,159,83,32.18538368800228,0
31,MALE,51,25-34,RURAL AREAS,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,MIXED,3,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,10,NO,YES,YES,"YES, TO NON-EU COUNTRY",PASSIVE,182,71,26.552068979386195,0
32,FEMALE,42,25-34,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,LEGALLY SEPARATED,PLEASED,14,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,14,YES,YES,YES,"YES, TO EU COUNTRY",NONE,173,82,21.99024696686965,0
33,FEMALE,44,35-44,"URBAN 200,000-500,000",SECONDARY,SELF-EMPLOYED,WIDOWED,PLEASED,3,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,60,NO,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,176,69,33.133685242659276,0
34,FEMALE,74,25-34,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,FARMER,SINGLE,TERRIBLE,16,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,23,NO,NO,YES,NO,NONE,163,100,24.159734321581432,0
35,MALE,36,16-24,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,SINGLE,MIXED,5,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,67,NO,NO,YES,"YES, TO EU COUNTRY",PASSIVE,188,67,22.871064427030692,0
36,MALE,34,60-64,"URBAN 500,000 AND OVER",SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,TERRIBLE,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,8,YES,YES,YES,"YES, TO NON-EU COUNTRY",NONE,161,90,18.761895438113854,0
37,MALE,22,25-34,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,LEGALLY SEPARATED,DELIGHTED,1,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,NO,3,YES,YES,NO,NO,NONE,177,72,28.531790436273003,0
38,FEMALE,28,65+,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,WIDOWED,MIXED,10,IT`S DIFFICULT TO TELL,YES,YES,NO,17,YES,YES,YES,"YES, TO NON-EU COUNTRY",PASSIVE,164,107,35.03447084760371,0
39,MALE,25,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,FARMER,SINGLE,DELIGHTED,1,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,11,NO,NO,YES,"YES, TO EU COUNTRY",ACTIVE,189,99,25.898006987114066,0
40,FEMALE,80,45-59,RURAL AREAS,SECONDARY,OTHER ECONOMICALLY INACTIVE,SINGLE,TERRIBLE,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,20,NO,YES,YES,"YES, TO NON-EU COUNTRY",PASSIVE,161,113,22.332091142501262,0
41,MALE,50,16-24,"URBAN 500,000 AND OVER",SECONDARY,LONG-TERM SICK/DISABLED,LEGALLY SEPARATED,DELIGHTED,4,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,28,NO,YES,NO,"YES, TO NON-EU COUNTRY",PASSIVE,162,79,25.226458479433745,0
42,MALE,45,16-24,"URBAN 100,000-200,000",SECONDARY,PUPIL OR STUDENT,DIVORCED,PLEASED,1,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,6,YES,NO,NO,NO,NONE,164,95,37.407950267120874,0
43,MALE,33,35-44,"URBAN 100,000-200,000",SECONDARY,RETIRED,LEGALLY SEPARATED,PLEASED,3,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,YES,6,NO,NO,NO,"YES, TO EU COUNTRY",NONE,178,76,38.61354586136595,0
44,MALE,33,60-64,"URBAN 100,000-200,000",SECONDARY,OTHER ECONOMICALLY INACTIVE,LEGALLY SEPARATED,DELIGHTED,12,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,NO,63,NO,NO,YES,"YES, TO NON-EU COUNTRY",ACTIVE,174,83,23.09682734789171,0
45,MALE,30,65+,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,FARMER,LEGALLY SEPARATED,MOSTLY SATISFIED,13,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,2,NO,NO,NO,NO,PASSIVE,176,74,21.28255154917209,0
46,FEMALE,33,60-64,"URBAN 500,000 AND OVER",SECONDARY,RETIRED,DIVORCED,MIXED,5,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,YES,15,NO,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,159,84,22.753249508935188,0
47,MALE,39,35-44,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,LEGALLY SEPARATED,PLEASED,1,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,10,NO,NO,NO,"YES, TO NON-EU COUNTRY",NONE,168,104,18.563202208181597,0
48,MALE,18,16-24,RURAL AREAS,SECONDARY,PUPIL OR STUDENT,SINGLE,UNHAPPY,5,IT`S DIFFICULT TO TELL,NO,YES,YES,11,NO,YES,YES,NO,PASSIVE,164,71,27.761957719144544,0
49,MALE,69,65+,"URBAN 20,000-100,000",SECONDARY,OTHER ECONOMICALLY INACTIVE,WIDOWED,MOSTLY DISSATISFIED,2,IT`S DIFFICULT TO TELL,NO,YES,YES,22,YES,NO,YES,"YES, TO EU COUNTRY",PASSIVE,175,98,20.8024061814097,0
50,MALE,61,35-44,"URBAN 100,000-200,000",SECONDARY,UNEMPLOYED,DIVORCED,UNHAPPY,0,MOST PEOPLE CAN BE TRUSTED,NO,NO,NO,20,YES,NO,YES,"YES, TO EU COUNTRY",ACTIVE,169,52,22.89733846371532,0
51,MALE,38,25-34,"URBAN 500,000 AND OVER",VOCATIONAL/GRAMMAR,RETIRED,SINGLE,MOSTLY DISSATISFIED,1,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,NO,18,NO,YES,YES,"YES, TO NON-EU COUNTRY",ACTIVE,160,79,27.461874487387302,0
52,FEMALE,36,65+,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,LEGALLY SEPARATED,MOSTLY SATISFIED,12,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,7,YES,YES,NO,"YES, TO EU COUNTRY",NONE,186,68,24.263935142848634,0
53,MALE,42,60-64,"URBAN 500,000 AND OVER",VOCATIONAL/GRAMMAR,FARMER,DE FACTO SEPARATED,PLEASED,8,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10,NO,NO,NO,"YES, TO EU COUNTRY",NONE,164,60,21.88350552158331,0
54,FEMALE,68,60-64,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,DE FACTO SEPARATED,DELIGHTED,2,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,7,YES,NO,YES,"YES, TO EU COUNTRY",NONE,188,89,22.82724836166339,0
55,MALE,38,45-59,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY DISSATISFIED,8,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,7,NO,NO,NO,"YES, TO NON-EU COUNTRY",ACTIVE,188,116,26.33943172722794,0
56,MALE,64,35-44,RURAL AREAS,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,SINGLE,DELIGHTED,2,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,12,YES,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,166,93,24.028984504206043,0
57,FEMALE,57,16-24,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,DIVORCED,MOSTLY SATISFIED,1,IT`S DIFFICULT TO TELL,NO,NO,YES,4,NO,NO,YES,"YES, TO EU COUNTRY",PASSIVE,164,74,33.230519067094065,0
58,FEMALE,42,35-44,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,WIDOWED,MOSTLY DISSATISFIED,15,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,6,YES,NO,NO,"YES, TO EU COUNTRY",NONE,166,74,23.932150019526382,0
59,MALE,31,60-64,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,EMPLOYED IN PUBLIC SECTOR,WIDOWED,UNHAPPY,2,MOST PEOPLE CAN BE TRUSTED,NO,NO,NO,18,YES,NO,YES,"YES, TO NON-EU COUNTRY",NONE,165,100,32.81610043726506,0
60,MALE,61,16-24,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,UNHAPPY,8,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,NO,34,NO,NO,NO,"YES, TO EU COUNTRY",ACTIVE,174,113,16.693634718991284,0
61,MALE,46,60-64,"URBAN 200,000-500,000",SECONDARY,FARMER,WIDOWED,DELIGHTED,4,IT`S DIFFICULT TO TELL,NO OPINION,YES,NO,11,YES,YES,YES,NO,ACTIVE,175,97,31.750851513020923,0
62,FEMALE,53,35-44,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,FARMER,LEGALLY SEPARATED,MOSTLY DISSATISFIED,10,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,16,NO,NO,NO,"YES, TO EU COUNTRY",NONE,178,91,46.16719120844363,0
63,FEMALE,49,25-34,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,SELF-EMPLOYED,MARRIED,DELIGHTED,16,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,8,NO,NO,NO,"YES, TO EU COUNTRY",ACTIVE,161,72,35.955755087138,0
64,MALE,21,45-59,"URBAN 200,000-500,000",SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,DELIGHTED,17,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,22,NO,YES,YES,NO,PASSIVE,155,119,24.804999017436984,0
65,MALE,58,35-44,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,LONG-TERM SICK/DISABLED,WIDOWED,UNHAPPY,17,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,23,YES,YES,NO,NO,ACTIVE,146,83,31.894473939071432,0
66,FEMALE,40,25-34,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,FARMER,DIVORCED,TERRIBLE,12,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,10,YES,NO,NO,NO,PASSIVE,183,102,20.30010818806878,0
67,FEMALE,63,35-44,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,MOSTLY SATISFIED,10,MOST PEOPLE CAN BE TRUSTED,NO,NO OPINION,YES,7,YES,NO,YES,NO,ACTIVE,165,74,29.916960263652996,0
68,MALE,62,60-64,"URBAN 500,000 AND OVER",SECONDARY,RETIRED,DE FACTO SEPARATED,TERRIBLE,11,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,YES,6,NO,NO,NO,NO,NONE,167,79,25.102953036842205,0
69,FEMALE,48,35-44,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,MARRIED,MOSTLY DISSATISFIED,3,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,9,NO,NO,YES,NO,PASSIVE,161,71,27.949992830339365,0
70,MALE,16,45-59,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,LEGALLY SEPARATED,PLEASED,3,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,2,NO,YES,YES,NO,NONE,159,78,31.522300084713898,0
71,FEMALE,43,65+,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,LEGALLY SEPARATED,UNHAPPY,6,IT`S DIFFICULT TO TELL,YES,NO,YES,19,YES,NO,NO,"YES, TO NON-EU COUNTRY",ACTIVE,167,96,36.0272989008956,0
72,MALE,66,25-34,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,WIDOWED,DELIGHTED,16,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,11,YES,YES,NO,"YES, TO EU COUNTRY",ACTIVE,166,89,25.899829994112952,0
73,FEMALE,47,60-64,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,EMPLOYED IN PUBLIC SECTOR,DE FACTO SEPARATED,UNHAPPY,2,IT`S DIFFICULT TO TELL,NO,NO OPINION,NO,29,NO,NO,NO,"YES, TO NON-EU COUNTRY",ACTIVE,176,81,30.97408567507711,0
74,MALE,50,25-34,RURAL AREAS,POST-SECONDARY OR HIGHER,FARMER,LEGALLY SEPARATED,MIXED,20,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,4,NO,NO,NO,NO,ACTIVE,162,114,39.13523319240498,0
75,MALE,42,16-24,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,WIDOWED,DELIGHTED,14,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,32,NO,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,162,90,17.16830722066087,0
76,MALE,50,45-59,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,DE FACTO SEPARATED,MOSTLY DISSATISFIED,20,MOST PEOPLE CAN BE TRUSTED,NO,NO,YES,20,YES,NO,NO,"YES, TO NON-EU COUNTRY",NONE,179,143,33.42178365801101,0
77,MALE,23,16-24,RURAL AREAS,SECONDARY,LONG-TERM SICK/DISABLED,DE FACTO SEPARATED,MOSTLY DISSATISFIED,9,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,YES,48,YES,YES,NO,"YES, TO EU COUNTRY",ACTIVE,164,92,27.13400899787546,0
78,MALE,64,25-34,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY DISSATISFIED,3,IT`S DIFFICULT TO TELL,NO,NO,NO,13,NO,NO,NO,"YES, TO EU COUNTRY",ACTIVE,182,91,31.9216845207105,0
79,MALE,46,25-34,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,LEGALLY SEPARATED,MOSTLY SATISFIED,5,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,11,NO,YES,YES,"YES, TO NON-EU COUNTRY",NONE,199,88,24.773131657559013,0
80,MALE,54,45-59,"URBAN 100,000-200,000",SECONDARY,RETIRED,DIVORCED,PLEASED,12,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,NO,37,NO,YES,NO,"YES, TO NON-EU COUNTRY",NONE,175,80,31.152788304496838,0
81,FEMALE,59,16-24,"URBAN 200,000-500,000",SECONDARY,PUPIL OR STUDENT,MARRIED,MOSTLY SATISFIED,9,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,40,YES,NO,NO,"YES, TO EU COUNTRY",PASSIVE,164,85,35.64401632079825,0
82,FEMALE,40,25-34,RURAL AREAS,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DIVORCED,MIXED,18,IT`S DIFFICULT TO TELL,YES,NO,YES,10,YES,YES,YES,NO,NONE,151,69,25.979502960001064,0
83,FEMALE,49,16-24,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,SINGLE,TERRIBLE,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,YES,19,NO,NO,YES,"YES, TO EU COUNTRY",NONE,173,125,23.07184015164229,0
84,FEMALE,67,16-24,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,SELF-EMPLOYED,SINGLE,TERRIBLE,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,7,NO,YES,YES,"YES, TO EU COUNTRY",NONE,154,90,27.22660194791598,0
85,FEMALE,82,16-24,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,MARRIED,UNHAPPY,4,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,40,NO,NO,YES,"YES, TO EU COUNTRY",PASSIVE,187,104,24.052762185224864,0
86,MALE,60,60-64,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,PLEASED,11,IT`S DIFFICULT TO TELL,YES,YES,YES,3,NO,YES,NO,"YES, TO NON-EU COUNTRY",NONE,176,103,23.65298538650481,0
87,FEMALE,54,60-64,"URBAN 20,000-100,000",SECONDARY,UNEMPLOYED,DE FACTO SEPARATED,DELIGHTED,7,ONE CAN`T BE TOO CAREFUL,NO,YES,YES,11,YES,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,176,150,22.57859202829392,0
88,MALE,31,35-44,RURAL AREAS,SECONDARY,RETIRED,DE FACTO SEPARATED,MOSTLY DISSATISFIED,14,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,YES,79,NO,NO,NO,"YES, TO EU COUNTRY",ACTIVE,164,87,33.641025633597906,0
89,MALE,53,16-24,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,FARMER,LEGALLY SEPARATED,DELIGHTED,13,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,YES,1,NO,YES,YES,"YES, TO NON-EU COUNTRY",NONE,179,140,41.01815954147051,0
90,FEMALE,49,65+,RURAL AREAS,POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,WIDOWED,TERRIBLE,21,MOST PEOPLE CAN BE TRUSTED,NO,NO OPINION,YES,20,YES,NO,YES,NO,NONE,168,89,32.310643366464966,0
91,MALE,21,25-34,RURAL AREAS,VOCATIONAL/GRAMMAR,UNEMPLOYED,LEGALLY SEPARATED,MOSTLY SATISFIED,6,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,23,YES,YES,YES,"YES, TO NON-EU COUNTRY",NONE,166,76,36.1173879480541,0
92,MALE,43,45-59,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,LONG-TERM SICK/DISABLED,DIVORCED,DELIGHTED,6,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,9,YES,YES,YES,NO,NONE,168,75,20.530103757695244,0
